dosen,judul
AMIRUDDIN,Design and Theoretical Analysis of the Application of the Certificateless Public Key Encryption Scheme for Home Monitoring System Security
AMIRUDDIN,A testbed implementation of secure and lightweight privacy preservation mechanism using scrambled Fibonacci and XOR for ZigBee
AMIRUDDIN,Perancangan Rencana Tata Kelola dan Manajemen Teknologi Informasi Menggunakan COBIT 2019 dan NIST SP 800-53 Rev 5 (Studi Kasus: Instansi Pemerintah ABC)
AMIRUDDIN,Utilizing Reverse Engineering Technique for A Malware Analysis Model
AMIRUDDIN,Finding Collisions in Block Cipher-based Iterative Hash Function Schemes Using Iterative Differential.
AMIRUDDIN,"Secure SMS Using Pseudo-Random Bit Generator Based on Chaotic Map, and AES on Arduino UNO Board and SIM 900 Module"
AMIRUDDIN,"Perancangan Rencana Pemulihan Bencana Menggunakan NIST SP 800-34 Rev 1, NIST SP 800-53 Rev 5 dan SNI 8799 (Studi Kasus: Unit TI XYZ)"
AMIRUDDIN,A Case Study of Digital Forensic Readiness Level Measurement Using DiFRI Model
AMIRUDDIN,Hardening a Work from Home Network with Wireguard and Suricata
AMIRUDDIN,Conformity Analysis of HTTP Strict Transport Security (HSTS) Configuration and Implementation Using Bettercap Tools
AMIRUDDIN,Deceiving Smart Lock Trusted Place in Android Smartphones with Location Spoofing
AMIRUDDIN,A review of authentication protocols for rfid security on smart healthcare
AMIRUDDIN,Selecting key generating elliptic curves for Privacy Preserving Association Rule Mining (PPARM)
AMIRUDDIN,Comparative Analysis of Machine Learning Models for Data Traffic Anomaly Detection Systems in Intrusion Detection Systems
AMIRUDDIN,Tinjauan Strategis Keamanan Siber Indonesia: Teknologi Cloud dan Tata Kelola Data
AMIRUDDIN,A Proposed Architecture for The Indonesia’s National Blockchain
AMIRUDDIN,A Low-cost Disk Imaging Device Using Raspberry Pi 4 for Digital Forensics
AMIRUDDIN,Evaluasi Keamanan pada Kelas Assurance Vulnerability Assessment Aplikasi PeSankita Berdasarkan Common Criteria Evaluation Methodology Version 3.1 Revision 5: 2017
AMIRUDDIN,Peningkatan Kesadaran Keamanan Informasi Melalui Kegiatan Online Workshop Menggunakan Platform Quizizz
AMIRUDDIN,"Comparative Analysis of Usability, Performance, and Security of Open-Source, Windows-Based Password Manager Applications Based on ISO/IEC 25010"
AMIRUDDIN,Uji Keamanan Aplikasi ABC Milik Instansi XYZ Menggunakan OWASP Mobile Security Testing Guide
AMIRUDDIN,Learning the Basic Strcuture of Several Ransomwares Using Static Analysis Tecgnique
AMIRUDDIN,Perancangan perangkat pembelajaran terbuka Blockchain menggunakan teknik task-based learning
AMIRUDDIN,Pemetaan Kompetensi dan Analisis Kesenjangan Sumber Daya Manusia (SDM) Berdasarkan NIST National Initiative for Cybersecurity Education (NICE) Cybersecurity Workforce Framework
AMIRUDDIN,"A review of attacks, objects, and mitigations on web services"
AMIRUDDIN,Cyber Threats Analysis on Jakarta Smart City
AMIRUDDIN,Perancangan sistem informasi aduan siber berbasis web di Pusat Operasi Keamanan Siber Nasional
AMIRUDDIN,Literature Review of Hardware Trojans for Side Channel Attack and Detection Techniques
AMIRUDDIN,A secure e-mail client application based on pretty good privacy (pgp) using sign-then-encrypt and signcryption schemes
AMIRUDDIN,Voice over internet protocol application utilizing schnorr signcryption for key distribution and login
AMIRUDDIN,VOICE OVER INTERNET PROTOCOL APPLICATION UTILIZING SCHNORR SIGNCRYPTION FOR KEY DISTRIBUTION AND LOGIN
AMIRUDDIN,DS-CONY: APPLICATION FOR SECURING DATA EXCHANGE USING PUBLIC COMMUNICATION CHANNELS
AMIRUDDIN,A testbed implementation of secure and lightweight privacy preservation mechanism using scrambled Fibonacci and XOR for ZigBee
AMIRUDDIN,New Key Generation and Encryption Algorithms for Privacy Preservation in Mobile Ad Hoc Networks
AMIRUDDIN,Selecting key generating elliptic curves for Privacy Preserving Association Rule Mining (PPARM)
AMIRUDDIN,Perancangan Komponen Certification Authority (CA) pada Aplikasi Secure e-Voting untuk Pemilihan Umum Kepala Daerah (Pemilukada)
AMIRUDDIN,Application of Cryptography for Securing Privacy Preserving Data Mining (PPDM) and Big Data Mining: A Preliminary Review
AMIRUDDIN,Tinjauan awal penerapan kriptografi untuk keamanan privacy preserving data mining (PPDM)
AMIRUDDIN,Trust Model Based on N-Queen-like for Mobile Ad Hoc Network Using NS-3
AMIRUDDIN,Penerapan Information Economics (IE) Untuk Pengkajian Investasi S1/T1 : Studi Kasus Proyek SIM PT. ABCD
AMIRUDDIN,Pemanfaatan skema protokol group signature untuk alternatif pengamanan pada aplikasi iPowerMeeting
AMIRUDDIN,Implementasi Data Mining untuk Menemukan Association Rule pada data Perbankan
BETY HAYAT SUSANTI,Upper bounds for rainbow 2-connectivity of the Cartesian product of a path and a cycle
BETY HAYAT SUSANTI,The rainbow 2-connectivity of Cartesian pro-ducts of 2-connected graphs and paths
BETY HAYAT SUSANTI,"Robustness test of SIMON-32, SPECK-32, and SIMECK-32 algorithms using fixed-point attacks"
BETY HAYAT SUSANTI,Rainbow 2-connectivity of edge-comb product of a cycle and a Hamiltonian graph
BETY HAYAT SUSANTI,RM70: A Lightweight Hash Function
BETY HAYAT SUSANTI,The rainbow connection number of some subdivided roof graphs
BETY HAYAT SUSANTI,ENT Randomness Test on DM-PRESENT-80 and DM-PRESENT-128-based Pseudorandom Number Generator
BETY HAYAT SUSANTI,Collision attack against Tav-128 hash function
BETY HAYAT SUSANTI,Evaluation with NIST Statistical Test on Pseudorandom Number Generators based on DMP-80 and DMP-128
BETY HAYAT SUSANTI,Finding Collisions in Block Cipher-based Iterative Hash Function Schemes Using Iterative Differential.
BETY HAYAT SUSANTI,A tutorial of boomerang attack on SMALLPRESENT-[4]
BETY HAYAT SUSANTI,Forgery Attack on LightMAC Hash Function Scheme using SIMECK 32/64 Lightweight Block Cipher
BETY HAYAT SUSANTI,Implementation analysis of RC5 algorithm on Preneel-Govaerts-Vandewalle (PGV) hashing schemes using length extension attack
BETY HAYAT SUSANTI,Konvergensi Produktivitas Tenaga Kerja Sektoral Antar Propinsi di Indonesia (1987-2003)
BETY HAYAT SUSANTI,Cryptanalysis on Polynomial Congruence-Based Public Key with Chinese Remainder Theorem
BETY HAYAT SUSANTI,"Fixed-point attack on Davies—Meyer hash function scheme based on SIMON, SPECK, and SIMECK algorithms"
BETY HAYAT SUSANTI,DOPE: MDC-2 Scheme Using PRESENT
BETY HAYAT SUSANTI,Fixed Point Attack on Lin et al.’s Modified Hash Function Scheme based on SMALLPRESENT-[8] Algorithm
BETY HAYAT SUSANTI,Correcting block attack on the 32-bit reduced NEEVA
BETY HAYAT SUSANTI,Correcting Block Attack on Reduced NEEVA
BETY HAYAT SUSANTI,Collision Attack on 4 Secure PGV Hash Function Schemes based on 4-Round PRESENT-80 with Iterative Differential Approach
BETY HAYAT SUSANTI,Design of AL-13 Block Cipher Algorithm Based On Extended Feistel Network
BETY HAYAT SUSANTI,Faster multicollision attack on Davies-Meyer hash function scheme implementing Simeck32/64 block cipher algorithm
BETY HAYAT SUSANTI,Second preimage attack method on various MAC constructions and its application with AES-128
BETY HAYAT SUSANTI,"Implementation Analysis of Simplified AES (S-AES) Algorithm on Matyas-Meyer-Oseas (MMO), Davies-Meyer (DM), and Miyaguchi-Preneel (MP) Schemes using Yuval’s Birthday Attack"
BETY HAYAT SUSANTI,The Design of a C1 Document Data Extraction Application Using a Tesseract-Optical Character Recognition Engine
BETY HAYAT SUSANTI,Serangan Kolisi dan Second Preimage Terhadap Skema Modifikasi MDC-2 Berbasis PRESENT
BETY HAYAT SUSANTI,A Novel Digital Signature Scheme Based on Linear Congruence
BETY HAYAT SUSANTI,Performance Test of Hash Functions in Proof of Work Schemes in Blockchain
BETY HAYAT SUSANTI,General Chaos Implementation as a Construction Element of Primitive Cryptography
BETY HAYAT SUSANTI,Fixed Point Attack dan Collision Attack pada 4 Secure-PGV Hash Function Schemes Berbasis Algoritme Improved-DLBCA
BETY HAYAT SUSANTI,Perancangan Instrumen Audit Keamanan Siber untuk SPBE
BETY HAYAT SUSANTI,Analisis Protokol Pu dan Li dengan Tamarin Prover
BETY HAYAT SUSANTI,Implementasi secret sharing berbasis visual cryptography menggunakan Citra Grayscale
BETY HAYAT SUSANTI,Serangan integral pada algoritme TS-2
BETY HAYAT SUSANTI,Hortex: Fungsi Hash Chaotic Sponge
BETY HAYAT SUSANTI,Desain Skema Tanda Tangan Digital Berbasis Linear Error-Correcting Code
BETY HAYAT SUSANTI,Rancang bangun aplikasi ekstraksi data dokumen C1 menggunakan Tesseract-OCR Engine
BETY HAYAT SUSANTI,"Multicollision attack on CBC-MAC, EMAC, and XCBC-MAC of AES-128 algorithm"
BETY HAYAT SUSANTI,Diffusion Analysis of F-function on KASUMI Algorithm
BETY HAYAT SUSANTI,"Analysis of the Use of Whirlpool’s S-box, S1 and S2 SEED’s S-box in AES Algorithm with SAC Test"
BETY HAYAT SUSANTI,Studies on Simplified Chaos Hash Algorithm-1 (SCHA-1) using Yuval’s Birthday Attack
BETY HAYAT SUSANTI,The effect of the use of the MDS matrices in the T-020 block cipher algorithm
BETY HAYAT SUSANTI,Chaotic S-box with Piecewise Linear Chaotic Map
BETY HAYAT SUSANTI,Analisis Pengaruh S-box Terhadap Kondisi Steady-State Pada Algoritma s-SPN
BETY HAYAT SUSANTI,Comparison of Vector Stream Cipher Based on Modification of Chebyshev Polinomial Function
BETY HAYAT SUSANTI,Rancang Bangun Algoritma Block Cipher SQF-1
FETTY AMELIA,Dasar-Dasar Teknologi Internet of Things (IoT)
FETTY AMELIA,DWT-MFCC method for speaker recognition system with noise
FETTY AMELIA,Optical fiber network design in east nusa tenggara based on palapa ring project
FETTY AMELIA,Microstrip antenna design with dual linear polarizations for X-band weather radar applications
FETTY AMELIA,Optical Fiber Backbone Network Development Design in East Nusa Tenggara
FETTY AMELIA,LoRa-Based Asset Tracking System with Data Encryption Using AES-256 Algorithm
FETTY AMELIA,Cybersecurity of Sensors on Smart Vehicles: Review of Threats and Solutions
FETTY AMELIA,Mobile Forensic Imaging Prototype with Data Integrity
FETTY AMELIA,Seamless Security on Mobile Devices Textual Password Quantification Model Based Usability Evaluation of Secure Rotary Entry Pad Authentication
FETTY AMELIA,Implementasi komunikasi radio berbasis automatic packet reporting system (APRS) pada perangkat Raspberry Pi dengan menerapkan internet protocol security
FETTY AMELIA,Implementasi Algoritme PRESENT pada Model Smart-Home Berbasis Long-Range (LoRa)
FETTY AMELIA,Implementasi Keyed-Hash Message Authetication Code (HMAC) dan Algoritma Grain Sebagai Pengamanan Data pada Komunikasi Bluetooth Low Energy (BLE) dalam Smart Room
FETTY AMELIA,Implementasi Sistem Autentikasi Berbasis Time-Based One Time Password pada Mikrokontroler ESP32
FETTY AMELIA,Implementasi Algoritma Present pada Prototipe Asset Tracking System Berbasis LoRa
FETTY AMELIA,Implementasi autentikasi dua faktor berbasis RFID dan pengenalan wajah dengan skema secret sharing pada sistem kendali akses ruang server
FETTY AMELIA,Peningkatan Akurasi Speaker Recognition System pada Lingkungan yang Mengandung Noise dengan Menggunakan Metode Discrete Wavelet Transform-Mel Frequency Cepstral Coefficient …
ARIF RAHMAN HAKIM,Design of Blockchain-based electronic election system using Hyperledger: Case of Indonesia
ARIF RAHMAN HAKIM,Perancangan Perangkat Audit Internal untuk Sistem Keamanan Informasi pada Organisasi XYZ
ARIF RAHMAN HAKIM,Secure VANET protocol using hierarchical pseudonyms with blind signature
ARIF RAHMAN HAKIM,Design and Implementation of NIDS Notification System Using WhatsApp and Telegram
ARIF RAHMAN HAKIM,Perancangan penerapan tanda tangan digital sebagai pengembangan sistem pelayanan pentashihan Al Quran digital
ARIF RAHMAN HAKIM,Capture the flag simulation based on stride threat model
ARIF RAHMAN HAKIM,Perancangan Manajemen Risiko Keamanan Informasi Layanan Jaringan MKP Berdasarkan Kerangka Kerja ISO/IEC 27005: 2018 dan NIST SP 800-30 Revisi 1
ARIF RAHMAN HAKIM,Classification model of web application attacks
ARIF RAHMAN HAKIM,Analisis Keamanan Pair Based Text Authentication pada Skema Login
ARIF RAHMAN HAKIM,An improved Lblock-s key schedule algorithm
ARIF RAHMAN HAKIM,A novel digital forensic framework for data breach investigation
ARIF RAHMAN HAKIM,Modeling Data Security and Privacy Threats for VANET using STRIDE and LINDDUN
ARIF RAHMAN HAKIM,The GPT tool for an in-depth analysis on Hawkeye trojan incident
ARIF RAHMAN HAKIM,Uji Keacakan Rangkaian Subkey Algoritma LBlock dan LBlock-s
ARIF RAHMAN HAKIM,APLIKASI SECURE-PDF DENGAN LSB WATERMARKING DAN FUNGSI HASH SHA-3 PADA PDF PEMINDAIAN DOKUMEN BERWARNA
ARIF RAHMAN HAKIM,An LCMV based 60GHz phased array system for short-range communication
ARIF RAHMAN HAKIM,Perancangan Dokumen Kebijakan Manajemen Kunci pada Kementerian Dalam Negeri dalam Penerbitan KTP Elektronik
ARIF RAHMAN HAKIM,Pemanfaatan Algoritma RSA pada Protokol Voting with Blind Signature
ARIF RAHMAN HAKIM,Kriptanalisis Algoritma Sosemanuk dengan Metode Linear Masking
ARIF RAHMAN HAKIM,Protokol Autentikasi HB* Sebagai Pengamanan RFID di Era Ubiquitous Computing
ARIF RAHMAN HAKIM,Secure Wireless Sensor Network : Solusi Efisiensi Sistem Kemanan Ubiquitous Sensor Network
AGUS REZA ARISTIADI NURWA,Infrastructure as code for security automation and network infrastructure monitoring
AGUS REZA ARISTIADI NURWA,Sosialisasi Kesadaran Keamanan Di Komunitas Langsungenak
AGUS REZA ARISTIADI NURWA,A novel discrete-time chaos-function-based random-number generator: design and variability Analysis
AGUS REZA ARISTIADI NURWA,Cloud Storage untuk Embedded Intrusion Detection System
AGUS REZA ARISTIADI NURWA,Portable Malware Scanner Based on Embedded Devices
AGUS REZA ARISTIADI NURWA,Implementasi autentikasi menggunakan RFID pada sistem gerbang otomatis dengan pengenalan plat nomor kendaraan berbasis optical character recognition (OCR)
AGUS REZA ARISTIADI NURWA,Implementasi komunikasi radio berbasis automatic packet reporting system (APRS) pada perangkat Raspberry Pi dengan menerapkan internet protocol security
AGUS REZA ARISTIADI NURWA,Implementasi Sistem Autentikasi Berbasis Time-Based One Time Password pada Mikrokontroler ESP32
AGUS REZA ARISTIADI NURWA,Rancang Bangun Dongle Cryptoprocessor untuk Tanda Tangan Elektronik Dokumen Berbasis Secure Hardware
AGUS REZA ARISTIADI NURWA,SOSIALISASI KESADARAN KEAMANAN DI KOMUNITAS LANGSUNGENAK
MOHAMAD SYAHRAL,Implementation of GPS attacks on DJI phantom 3 standard drone as a security vulnerability test
MOHAMAD SYAHRAL,Development of multiple elements of SRR-based Bandpass Filter
MOHAMAD SYAHRAL,Effect of elements number of SRR-based BPF to its characteristics
MOHAMAD SYAHRAL,Analysis of Secure Bit Rate for Quantum Key Distribution based on EDU-QCRY1
MOHAMAD SYAHRAL,Fast implementation of AES on Cortex-M3 for security information devices
MOHAMAD SYAHRAL,BER Performance Analysis on AWGN Channel and Fading Channel by Using Diversity Method
MOHAMAD SYAHRAL,Design of Automated Polarization based on EDU-QCRY 1
MOHAMAD SYAHRAL,Correcting Block Attack on Reduced NEEVA
MOHAMAD SYAHRAL,Collision Attack on 4 Secure PGV Hash Function Schemes based on 4-Round PRESENT-80 with Iterative Differential Approach
MOHAMAD SYAHRAL,Otomatisasi Simulasi Quantum Key Distribution Berdasarkan Protokol BB84 pada EDU-QCRY1
MOHAMAD SYAHRAL,Implementasi Algoritma Present pada Prototipe Asset Tracking System Berbasis LoRa
MOHAMAD SYAHRAL,Rancang Bangun Perangkat Kendali Akses Berbasis Deteksi Wajah MediaPipe dan Pengenalan Wajah Local Binary Pattern Histogram pada Ruang Workshop Perangkat Keras Poltek SSN
MOHAMAD SYAHRAL,Implementasi komunikasi radio berbasis automatic packet reporting system (APRS) pada perangkat Raspberry Pi dengan menerapkan internet protocol security
MOHAMAD SYAHRAL,Implementasi Https Melalui Ultra High Frequency (UHF) Berbasis Raspberry Pi
MOHAMAD SYAHRAL,Pengembangan Otomatisasi Perangkat Simulasi Quantum Key Distribution dengan Menerapkan Seluruh Protokol BB84 untuk Quantum Key Distribution di Luar Laboratorium
MOHAMAD SYAHRAL,Implementasi Wireless BadUSB Sebagai Perangkat Otomatisasi untuk Melakukan Multi-Step Attack Menggunakan P4Wnp1 pada Raspberry Pi Zero W
MOHAMAD SYAHRAL,Implementasi Algoritme PRESENT pada Model Smart-Home Berbasis Long-Range (LoRa)
MOHAMAD SYAHRAL,Rancang Bangun Dongle Cryptoprocessor untuk Tanda Tangan Elektronik Dokumen Berbasis Secure Hardware
MOHAMAD SYAHRAL,Rekayasa prototipe kendali akses multifactor authentication dengan menerapkan metode autentikasi jarak jauh berbasis biometrik menggunakan smart card
MOHAMAD SYAHRAL,Implementasi Skema Triple-Authenticated Key Exchange Protocol Pada Aplikasi Voip Peer-To-Peer Sebagai Media Autentikasi Dan Pertukaran Kunci Antar Pengguna Tanpa PKI
IRA ROSIANAL HIKMAH,Perbandingan Hasil Prediksi Diagnosis pada Indian Liver Patient Dataset (ILPD) dengan Teknik Supervised Learning Menggunakan Software Orange
IRA ROSIANAL HIKMAH,Pemodelan Spasial Data Panel Untuk Menentukan Faktor-Faktor Yang Mempengaruhi Kesehatan Di Provinsi Papua
IRA ROSIANAL HIKMAH,Network Forensic Serangan DoS pada Jaringan Cloud berdasarkan Generic Framework for Network Forensics (GFNF)
IRA ROSIANAL HIKMAH,Identification of Dependent Structure and Prediction of Composite Stock Price Index with C-D Vine Copula Approach
IRA ROSIANAL HIKMAH,"Analisis Komparatif Keamanan Aplikasi Pengelola Kata Sandi Berbayar Lastpass, 1Password, dan Keeper Berdasarkan ISO/IEC 25010"
IRA ROSIANAL HIKMAH,Perhitungan Premi Asuransi Jiwa Dwiguna Dibayarkan pada Akhir Tahun Kematian dengan Menggunakan Package Perangkat Lunak R
IRA ROSIANAL HIKMAH,PERHITUNGAN CADANGAN KLAIM DENGAN METODE CHAIN LADDER MENGGUNAKAN EXCEL DAN RSTUDIO
IRA ROSIANAL HIKMAH,Implementation Cryptography and Access Control on IoT-Based Warehouse Inventory Management System
IRA ROSIANAL HIKMAH,Probit Modeling of Indonesian Economic and Social Factors to The Interest in Purchasing Flood-Impacted Insurance Products
IRA ROSIANAL HIKMAH,Identifikasi Struktur Dependensi dan Prediksi Indeks Harga Saham Gabungan dengan Pendekatan CD Vine Copula.
IRA ROSIANAL HIKMAH,PERHITUNGAN PREMI LANJUTAN (RENEWAL PREMIUM) PADA ASURANSI KESEHATAN KUMPULAN MENGGUNAKAN METODE EXPERIENCE RATING DI PT ABC
IRA ROSIANAL HIKMAH,COMPARISON OF VALUE AT RISK USING HISTORICAL AND MONTE CARLO METHODS ON PT XYZ STOCK PORTOFOLIO
IRA ROSIANAL HIKMAH,"Redline Stealer Malware Analysis with Surface, Runtime, and Static Code Methods"
IRA ROSIANAL HIKMAH,Analisis Perbandingan Kinerja dan Kegunaan Aplikasi Pengelola Kata Sandi Closed-Source berdasarkan ISO/IEC 25010
IRA ROSIANAL HIKMAH,Peningkatan Kesadaran Keamanan Informasi Melalui Kegiatan Online Workshop Menggunakan Platform Quizizz
IRA ROSIANAL HIKMAH,Klasifikasi Minat Korban Banjir terhadap Pembelian Produk Asuransi Dampak Banjir Menggunakan Software Orange (Studi Kasus: Kota Jakarta Timur)
IRA ROSIANAL HIKMAH,Beberapa karakteristik matriks Riordan dan grup Riordan
IRA ROSIANAL HIKMAH,Analisis Tarif Premi dan Asumsi Loading pada Produk Asuransi Dwiguna Beasiswa
OBRINA CANDRA BRILIYANT,Improving security of web-based application using ModSecurity and reverse proxy in web application firewall
OBRINA CANDRA BRILIYANT,ISMS planning based on ISO/IEC 27001: 2013 using analytical hierarchy process at gap analysis phase (Case study: XYZ institute)
OBRINA CANDRA BRILIYANT,Rencana Penerapan Cyber-Risk Management Menggunakan NIST CSF dan COBIT 5
OBRINA CANDRA BRILIYANT,Implementation of RSA 2048-bit and AES 128-bit for Secure e-learning web-based application
OBRINA CANDRA BRILIYANT,"Systematic Literature Review of Game-Based Learning: Objectives, Methods, Applications, Measurement Parameters, and Types of Games"
HERMAWAN SETIAWAN,Design of information security risk management using ISO/IEC 27005 and NIST SP 800-30 revision 1: A case study at communication data applications of XYZ institute
HERMAWAN SETIAWAN,Face anti-spoofing using CNN classifier &amp; face liveness detection
HERMAWAN SETIAWAN,Vulnerability analysis using the interactive application security testing (iast) approach for government x website applications
HERMAWAN SETIAWAN,Penerapan sistem antrian sebagai upaya mengoptimalkan pelayanan terhadap pasien pada loket pengambilan obat di puskesmas cicurug sukabumi jawa barat
HERMAWAN SETIAWAN,Comparison of LSTM architecture for malware classification
HERMAWAN SETIAWAN,"Design of secure electronic disposition applications by applying blowfish, SHA-512, and RSA digital signature algorithms to government institution"
HERMAWAN SETIAWAN,Pemasaran Digital di Era Society 5.0: Transformasi Bisnis di Dunia Digital
HERMAWAN SETIAWAN,Classification of personality type based on twitter data using machine learning techniques
HERMAWAN SETIAWAN,Designing and building secure electronic medical record application by applying AES-256 and RSA digital signature
HERMAWAN SETIAWAN,Pengaruh penerapan layanan marketing syariah dan kepuasan pelanggan terhadap loyalitas pelanggan: rumah makan Wong Solo Cabang Tebet
HERMAWAN SETIAWAN,Pemrograman Terstruktur
HERMAWAN SETIAWAN,Design and development of information sharing and analysis center (isac) as an information sharing platform
HERMAWAN SETIAWAN,Implementation of SHA-256 and AES-256 for securing digital Al Quran verification system
HERMAWAN SETIAWAN,Buku Ajar Metodologi Penelitian Kuantitatif &amp; Aplikasi Pengolahan Analisa Data Statistik
HERMAWAN SETIAWAN,Aplikasi regresi binomial negatif dan generalized poisson dalam mengatasi overdispersion pada regresi poisson (studi kasus data kemiskinan provinsi di Indonesia tahun 2009)
HERMAWAN SETIAWAN,Steganografi menggunakan metode LSB dengan software Matlab
HERMAWAN SETIAWAN,Pengaruh persepsi terhadap preferensi guru SDI al-Izhar Pondok Labu mengenai asuransi dana pendidikan pada perusahaan asuransi syariah
HERMAWAN SETIAWAN,Analisis regresi linier berganda dengan heteroskedastisitas melalui pendekatan weight least square: studi data apbn tahun 1976-2007
HERMAWAN SETIAWAN,Analysis of SQL injection attack detection and prevention on MySQL database using input categorization and input verifier
HERMAWAN SETIAWAN,Correlation Between Motivation and Achievement of Competencies in the Hands-On Learning Method
HERMAWAN SETIAWAN,Perbandingan model fungsi transfer dan arima: studi kasus model antara curah hujan dengan kelembaban udara
HERMAWAN SETIAWAN,Enkripsi pesan rahasia menggunakan Algoritma (Advanced Encription Standard) Aes: Rijndael
HERMAWAN SETIAWAN,Teknologi Big Data: Pengantar Dan Penerapan Teknologi Big Data Di Berbagai Bidang
HERMAWAN SETIAWAN,Detection Model for URL Phishing with Comparison Between Shallow Machine Learning and Deep Learning Models
HERMAWAN SETIAWAN,Perancangan Infrastruktur Kunci Publik Dengan Implementasi Pembangunan Sistem Ujian Daring Berbasis Web
HERMAWAN SETIAWAN,Anti-Phishing Game Framework Based on Extended Design Play Experience (DPE) Framework as an Educational Media
HERMAWAN SETIAWAN,Implementation of Signcryption Scheme on E-Payment System (ePaSe)
HERMAWAN SETIAWAN,"Analisis pengaruh indeks harga saham sektor keuangan, tingkat inflansi suku bungan bank Indonesia terhadap indeks harga saham gabungan di bursa efek Indonesia tahun 2000-2009 …"
HERMAWAN SETIAWAN,Pemodelan permainan monopoli menggunakan rantai markov
HERMAWAN SETIAWAN,Strategi Pengelolaan Sumber Daya Manusia di Era Digital
HERMAWAN SETIAWAN,Benchmarking model url features and image based for phishing url detection
HERMAWAN SETIAWAN,Secure Mobile Application for Uniform Resource Locator (URL) Phising Detection based on Deep Learning
HERMAWAN SETIAWAN,Analisis Kerawanan Pada Aplikasi Website Menggunakan Standar OWASP Top 10 Untuk Penilaian Risk Rating
HERMAWAN SETIAWAN,"ANALISIS KECEPATAN ENKRIPSI DEKRIPSI DAN ALOKASI MEMORI MENGGUNAKAN ALGORITMA DES, 3DES DAN ELGAMAL"
HERMAWAN SETIAWAN,Rancang Bangun Mobile Secure Chat dengan Mengimplementasikan Metodologi SSDLC-Agile dan Kriptografi
HERMAWAN SETIAWAN,Attendance System Using Two Factor Authentication Based on Secure App with Flutter
HERMAWAN SETIAWAN,Design and Development Hands-On Vulnerable Web Application as a Software Security Educational Media
HERMAWAN SETIAWAN,Analisis fundamental perusahaan dan variabel makro ekonomi terhadap return saham syariah
HERMAWAN SETIAWAN,Analisis Regresi Berganda Berautokorelasi Pada Anggaran Pendapatan Dan Belanja Negara Tahun 1976-2007
HERMAWAN SETIAWAN,Analisis Pfreferensi Mahasiswa Terhadap Produk Flashdisk Menggunakan Analisis Konjoin
HERMAWAN SETIAWAN,Perbandingan Model Autoregressive dan Model Analisis Path untuk Data Suhu Minimum Pondok Betung Tangerang Tahun 2007
HERMAWAN SETIAWAN,Sistem antrian pada pelayanan dermaga (study kasus di pelabuhan Tanjung Priok tahun 2006)
HERMAWAN SETIAWAN,Rancang Bangun Secure Document Management System (DMS) Menggunakan Metode Agile-SSDLC
HERMAWAN SETIAWAN,Buku Ajar Rekayasa Perangkat Lunak
HERMAWAN SETIAWAN,ANALISIS USABILITY TESTING WEBSITE LMS POLTEKSSN MENGGUNAKAN METODE SYSTEM USABILITY SCALE
HERMAWAN SETIAWAN,TRANSFORMASI DIGITAL: Memahami dan Menerapkan Analisis Proses Bisnis
HERMAWAN SETIAWAN,MANAJEMEN RISIKO: Konsep dan Penerapan
HERMAWAN SETIAWAN,Statistik Industri
HERMAWAN SETIAWAN,DEVELOPMENT OF ARTIFICIAL INTELLIGENCE APPLICATIONS
HERMAWAN SETIAWAN,MANAJEMEN PEMASARAN: Menghadapi Era Digital dalam Strategi Bisnis
HERMAWAN SETIAWAN,Text preprocessing for optimal accuracy in Indonesian sentiment analysis using a deep learning model with word embedding
HERMAWAN SETIAWAN,Designing and building a web-based electronic service manuscript application by making comparisons of AES and blowfish algorithms for securing data in the database
HERMAWAN SETIAWAN,SIGNIN: The Digital Signature and File Verification Management Application Using Secure Rapid Application Development Approach
HERMAWAN SETIAWAN,PEMASARAN JASA: TREN PEMASARAN PADA ERA DIGITAL
HERMAWAN SETIAWAN,Seamless Security on Mobile Devices Textual Password Quantification Model Based Usability Evaluation of Secure Rotary Entry Pad Authentication
HERMAWAN SETIAWAN,Pembelajaran Anti Phising Melalui Media Edukasi Berupa Game Framework Di SMK Negeri 1 Negara
HERMAWAN SETIAWAN,Rancang Bangun Social Network Analysis Tools
HERMAWAN SETIAWAN,Skema Autentikasi Pengguna Extended Self-Adaptive Honey Encryption (XSHE) Menggunakan Generatif Adversarial Network (GAN)
HERMAWAN SETIAWAN,Classic Cipher Game Berbasis Mobile Application Sebagai Alat Bantu Ajar Mata Kuliah Pengantar Persandian Taruna Poltek SSN
HERMAWAN SETIAWAN,Rancang Bangun Aplikasi Absensi Rapat dengan Schnorr Digital Signature Multisigning dan QR-Code
HERMAWAN SETIAWAN,Rancang bangun cyber security maturity (CSM) tools multi-platform app sebagai inovasi layanan Direktorat Keamanan Siber dan Sandi Industri
HERMAWAN SETIAWAN,Analisis forensik digital fitur disappearing message pada aplikasi instant messaging berbasis android berdasarkan NIST 800-101 rev 1
HERMAWAN SETIAWAN,PDFalse: aplikasi deteksi evasive malicious portable document format berbasis machine learning
HERMAWAN SETIAWAN,Analisis forensik digital pada layanan kontainer docker menggunakan Grr rapid response framework berdasarkan NIST SP 800-86
HERMAWAN SETIAWAN,Tinjauan strategis keamanan siber Indonesia: teknologi cloud dan tata kelola data
HERMAWAN SETIAWAN,Tinjauan Strategis Keamanan Siber Indonesia Teknologi Cloud dan Tata Kelola Data
HERMAWAN SETIAWAN,E-COMMERCE DAN INTERNET OF THINGS (IOT)
