dosen,judul
NANANG TRIANTO,Security assessment pada aplikasi E-Manajemen Penyidikan milik Badan Reserse Kriminal Kepolisian Negara Republik Indonesia mengacu pada Common Weakness Enumeration (CWE) Top 25 2020
NANANG TRIANTO,Security assessment pada aplikasi web Hayu Bandung milik Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu (DPMPTSP) mengacu pada open web Application Security Project (OWASP) Top 10 2021
NANANG TRIANTO,Security Assessment Pada aplikasi Web Sipentas Milik Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu (DPMPTSP) Kota Tasikmalaya
NANANG TRIANTO,Security assessment pada aplikasi web Sistem Informasi Perencanaan dan Penganggaran Daerah (SIPPD) Pemerintah Provinsi Jawa Barat mengacu pada kerentanan Open Web Application Security Project (OWASP) top ten -2017
NANANG TRIANTO,Studi komparatif mobile forensic tools berdasarkan akuisisi bukti digital pada Whatsapp Android
NANANG TRIANTO,Vulnerability assessment dan penetration testing pada aplikasi Tarjilu Okke (Daftar Siji entuk Telu) milik Dinas Kependudukan dan Pencatatan Sipil Kabupaten Pati dengan mengacu OWASP Top 10:2021
NURUL QOMARIASIH,Implementasi Game-Based Learning Berbasis Android untuk Meningkatkan Security Awareness Dari Serangan Social Engineering dengan Menerapkan Octalysis Gamification Framework
NURUL QOMARIASIH,Penerapan gamifikasi dan personal extreme programming pada aplikasi ensiklopedia terkait secure coding berbasis Android
NURUL QOMARIASIH,"Rancang bangun aplikasi absensi peserta didik berbasis Android dengan menerapkan fingerprint authentication, global positioning system, dan one time password"
NURUL QOMARIASIH,Rancang bangun aplikasi gawai untuk registrasi ulang peserta seminar KLiKS BSSN menggunakan secure QR code scanner pada kerangka kerja multiplatform react
NURUL QOMARIASIH,Uji Penetrasi Sistem Keamanan Berbasis OWASP Web Security Testing Guide (WSTG) V4.2 dan NIST SP 800-115 pada Layanan Mail Sanapati Milik Badan Siber dan Sandi Negara
OBRINA CANDRA BRILIYANT,Implementasi NIST Cyber Security Framework (CSF) dan Center for Internet Security (CIS) controls sebagai rancangan kriteria cyber security audit di sektor industri energi berdasarkan Peraturan Menteri BUMN Nomor PER02-03/MBU/02/2018
OBRINA CANDRA BRILIYANT,Implementasi web application firewall pada aplikasi berbasis web menggunakan Modsecurity dan metode reverse proxy
OBRINA CANDRA BRILIYANT,Manajemen risiko keamanan informasi menggunakan metode analytical network process (ANP) pada kamar sandi unit teknis persandian (UTP) di lingkungan Tentara Nasional Indonesia (TNI)
OBRINA CANDRA BRILIYANT,Perancangan bot Telegram OSINT pada proses profiling tindakan terorisme
OBRINA CANDRA BRILIYANT,Perancangan ICT Readiness for Business Continuity menggunakan SNI ISO/IEC 27031:2016 (studi kasus: Diskominfo kabupaten Bogor)
OBRINA CANDRA BRILIYANT,Perancangan Information Technology Business Continuity Plan (IT BCP) menggunakan ISO/IEC 27031:2016 pada Politeknik Siber dan Sandi Negara (Poltek SSN)
OBRINA CANDRA BRILIYANT,"Perancangan kebijakan Digital Forensic Readiness (DFR) menggunakan Framework Claims dan Framework Elyas et al., (2015) pada pemerintah daerah (studi kasus: Diskominfo kabupaten Bogor)"
OBRINA CANDRA BRILIYANT,Perancangan proses bisnis diseminasi informasi ancaman siber berbasis STIX dan TAXII pada Subdirektorat Deteksi Potensi Ancaman Badan Siber dan Sandi Negara
OBRINA CANDRA BRILIYANT,Perencanaan Sistem Manajemen Keamanan Informasi (SMKI) pada Dinas Komunikasi dan Informasi (DISKOMINFO) Kota Bandung Bidang Persandian dan Aplikasi Informatika Berdasarkan ISO/IEC 27001:2013
OBRINA CANDRA BRILIYANT,Rancang bangun cyber range dengan Metode Observe-Orient-Decide-Act (OODA) Loop untuk sarana pembelajaran keamanan siber pada Politeknik Siber dan Sandi Negara
OBRINA CANDRA BRILIYANT,Rancang bangun simulasi dan deteksi serangan Industrial Control System (ICS) berbasis OpenPLC pada Raspberry Pi sebagai sarana edukasi Taruna Politeknik Siber dan Sandi Negara
RADEN BUDIARTO HADIPRAKOSO,Analisis hibrid Flubot malware pada sistem operasi Android
RADEN BUDIARTO HADIPRAKOSO,Implementasi Transfer Learning dalam Mengklasifikasikan File Malware Berbasis Gambar pada Dataset Dumpware10
RADEN BUDIARTO HADIPRAKOSO,Rancang bangun aplikasi gamifikasi sebagai media pembelajaran pada flipped learning dengan passwordless authentication
RAHMAT PURWOKO,Analisis Keamanan Perangkat IoT Smart Home Berdasarkan OWASP IoT Security VErification Standard
RAHMAT PURWOKO,Implementasi infrastructure as code untuk otomasi keamanan dan pemantauan infrastruktur jaringan
RAHMAT PURWOKO,Implementasi Otomatisasi Rule SHAring pada Intrusion Detection System (IDS)
RAHMAT PURWOKO,Implementasi Secret Engine pada Vault Sebagai Sistem Keamanan Basis Data dalam Lingkungan Microservice
RAHMAT PURWOKO,Implementasi Snort pada Simulator GRFICSv2 Sebagai Sarana Pembelajaran di Poltek SSN
RAHMAT PURWOKO,Optimasi Prototipe Perangkat Portabel Password Cracking Berbasis Raspberry Pi dengan Metode Clustering Open MPI
RAHMAT PURWOKO,PERANCANGAN SOFTWARE APLIKASI DATABASE UNTUK MENDUKUNG PENGELOLAAN DATA PERSANDIAN DI DIREKTORAT PENGENDALIAN LEMBAGA SANDI NEGARA
RAHMAT PURWOKO,Rancang Bangun Cyber Exercise Simulasi Penanganan Insiden Siber Menggunakan Enisa Cyber Exercise Cycle
RAHMAT PURWOKO,Security Assessment pada Sistem Informasi Manajemen Kesehatan Khanza Berbasis Static Application Security Testing (SAST)
RINI WISNU WARDHANI,Analisis kerawanan Sistem Informasi Jaringan Dan Keamanan Informasi (SIJAKI) berbasis web dengan metode Open Web Application Security Project (OWASP) versi 4
RINI WISNU WARDHANI,DETEKSI LOKASI KESALAHAN DALAM BENTUK FUNGSI POLINOMIAL PADA REED SOLOMON CODES DENGAN ALGORITMA BERLEKAMP-MASSEY
RINI WISNU WARDHANI,Implementasi skema protokol grouping proof pada prototype sistem autentikasi berbasis radio frequency identification
RINI WISNU WARDHANI,Rancang Bangun Aplikasi Secure-Doc-Lib dengan Penerapan Broadcast Encryption untuk Menjamin Kerahasiaan Dokumen dan Group Signature Sebagai Autentikasi Pengguna
RIZKA KHAIRUNNISA,Analisis  Forensik Digital Aplikasi Kencan Online Tantan dan Omi pada Smartphone Android Menggunakan Model Investigasi Digital Forensic Research Workshop (DFRWS) 2001
RIZKA KHAIRUNNISA,Analisis perbandingan implementasi algoritme Trivium dan algoritme Present Counter-Mode pada prototipe kendali akses color combo menggunakan Arduino Uno
RIZKA KHAIRUNNISA,Implementasi Algoritme Snow pada Sistem Komunikasi Voip Berbasis Raspberry Pi
RIZKA KHAIRUNNISA,Implementasi Autentikasi Menggunakan RFID pada Sistem Gerbang Otomatis dengan Pengenalan Plat Nomor Kendaraan Berbasis Optical Character Recognition (OCR)
RIZKA KHAIRUNNISA,Implementasi decentralized smart home system berbasis ethereum smart contract sebagai solusi terhadap serangan denial of service dan single point of failure
RIZKA KHAIRUNNISA,Implementasi kendali akses dengan otentikasi 2 faktor dan otomatisasi layanan pada pengelolaan layanan ruangan pendukung akademik
RIZKA KHAIRUNNISA,Implementasi Skema Improved Security Authentication Protocol Berbasis Elliptic Curve Cryptography pada Radio Frequency Identification untuk Kendali Akses
RIZKA KHAIRUNNISA,Implementasi skema protokol modified RAP-WOTA dengan Timestamp pada RFID berbasis Arduino Mega 2560 untuk kendali akses ruangan
RIZKA KHAIRUNNISA,Pengembangan Aplikasi BYCRYPT FTP Dengan Memanfaatkan Mikrokontroler Sebagai Modul Penyandian
RIZKA KHAIRUNNISA,Rancang Bangun Prototipe Sistem Remote Keyless Entry dengan Menerapkan Algoritma ECIES-KIEM dan Timestamp yang Tahan Terhadap Replay Attack dan Jamming and Replay Attack pada Kendaraan
SANTI INDARJANI,Analisis Penerapan S-box Quasingroup 4X4 pada Algoritma PRESENT Dengan Menggunakan Linear Cryptanalysis
SANTI INDARJANI,Desain algoritme fungsi hash dengan konstruksi Merkle-Damg
SANTI INDARJANI,Differential Fault Analysis pada SHA-3
SANTI INDARJANI,Implementasi Invisible Steganography Via Generative Adverserial Network (ISGAN) untuk Steganografi Gambar
SANTI INDARJANI,Impossible Differential Attack pada LBlock-s
SANTI INDARJANI,Integral Attack pada Reduced Round Algoritme SLIM
SANTI INDARJANI,Kajian Matematis Mekanisme Enkapsulasi Kunci Kyber.CCAKEM Berbasis Masalah Learning With Error
SANTI INDARJANI,Kajian Matematis Skema Tanda Tangan Rainbow Berbasis Multivariat
SANTI INDARJANI,Pencarian karakteristik diferensial pada 8 round struktur SPN algoritme block cipher SFN
SANTI INDARJANI,Pencarian Karakteristik Impossible Differential 8-Round pada Algoritma MIBS-64 Menggunakan Teknik Miss-In- Middle dengan Pendekatan Information Feedback
SANTI INDARJANI,Penerapan Differential Attack pada Algoritma Mini-AES
SANTI INDARJANI,Penerapan Linear Attack pada Reduced-Round PRESENT
SANTI INDARJANI,Perbandingan kinerja keamanan plugin Web Application Firewall (WAF) pada Wordpress mengacu pada Web Application Firewall Evaluation Criteria (WAFEC)
SANTI INDARJANI,Rancang bangun aplikasi penerbitan dan pengiriman sertifikat peserta seminar: studi kasus seminar KLiKS BSSN
SANTI INDARJANI,Rancang Bangun Honeynet yang Diintegrasikan dengan Intrusion Detection System Menggunakan Virtualisasi Server Berbasis Promox VE
SANTI INDARJANI,Serangan aljabar pada simplifikasi algoritme TEA
SANTI INDARJANI,Serangan diferensial 4 round pada algoritme Loong-64: a family of involutional lightweight block cipher based on SPN structure
SANTI INDARJANI,Serangan diferensial pada algoritme lightweight block cipher HISEC
SANTI INDARJANI,Upaya Peningkatan Kualitas Personil Sandi Dalam Menghadapi Kemajuan Teknologi Komunikasi
SEPHA SISWANTYO,Analisis Formal Protokol LAP Fog Enabled IoT Menggunakan Proverif
SEPHA SISWANTYO,"Analisis Penerapan Algoritma RC5-16/12/4 pada Skema Fungsi Hash Preneel - Govaerts - Vandewalle (PGV) 1,2,3, dan 4 dengan Length Extension Attack dan Correcting Block Attack"
SEPHA SISWANTYO,Analisis penggunaan hasil deteksi IDS Snort pada tools Real Intelligence Threat Analytics (RITA) dalam mendeteksi aktivitas beacon
SEPHA SISWANTYO,Modifikasi Key Establishment Protokol ET SRT Menggunakan Skema SHArma-Krishna dalam Komunikasi Grup
SEPHA SISWANTYO,Modifikasi protokol SRTv2 menjadi protokol group chatting ET SRT
SEPHA SISWANTYO,Perbandingan protokol C-Dass-Om dan G-Dass-Om sebagai hasil modifikasi protokol Dass-Om yang tahan terhadap Algebraic Replay Attack
SEPHA SISWANTYO,Rekonstruksi Serangan Kolisi Metode Luo et al. pada Skema Lee et al. berbasis SIMECK 32/64 dan SPN
SETIYO CAHYONO,Analisis Bukti Forensik Digital Aplikasi Video Conference Google Meet dan Zoom pada Sistem Operasi Android 10 Berdasarkan NIST SP 800-101 R1
SETIYO CAHYONO,"Analisis eksplorasi browser fingerprint pada online anonymity internet browser, proxy, VPN, dan TOR"
SETIYO CAHYONO,Analisis Forensik Digital Aplikasi Rocket.Chat pada Smartphone Android Berdasarkan NIST SP 800-101 Rev1
SETIYO CAHYONO,Analisis Forensik Digital Aplikasi Whatsapp Business pada Smartphone Berbasis Android Menggunakan NIST SP 800-101 Rev 1
SETIYO CAHYONO,Analisis forensik digital pada serangan caller ID spoofing
SETIYO CAHYONO,Analisis Komparatif Hasil Forensik Tools Penghapus File pada Windows
SETIYO CAHYONO,"Analisis komparatif kegunaan, kinerja dan keamanan aplikasi pengelola kata sandi open source berdasarkan ISO/IEC 25010"
SETIYO CAHYONO,Analisis malware ransomware Cryptowall terhadap lalu lintas jaringan menggunakan metode Behavior-based Detection
SETIYO CAHYONO,Analisis mobile forensic Skype pada Smartphone Android OS berdasarkan NIST SP 800-101 R1
SETIYO CAHYONO,Cyber-risk management menggunakan NIST Cyber Security Framework (CSF) dan COBIT 2019  (studi kasus: Diskominfo Pemerintah Kabupaten Bogor)
SETIYO CAHYONO,Desain Gamifikasi Sebagai Media Pembelajaran untuk Memotivasi Pelajar dalam Meningkatkan Cyber Security Awareness Terhadap Phishing
SETIYO CAHYONO,Implementasi Gamifikasi untuk Mempermudah Pemahaman Terhadap Pelindungan Data Pribadi Berdasarkan Undang-Undang Republik Indonesia Nomor 27 Tahun 2022
SETIYO CAHYONO,Implementasi Metode Secure Data Sharing in Clouds (SeDaSC) pada Aplikasi Secure Data Sharing
SETIYO CAHYONO,Implementasi Otomasi Uji Penetrasi Serangan Terdistribusi Menggunakan Dynamic Infrastructure Framework Axiom pada Sistem Berbasis Web
SETIYO CAHYONO,Implementasi password stealing attack terhadap saved password pada browser komputer menggunakan Digispark Attiny85
SETIYO CAHYONO,Implementasi Protokol Optimal Asynchronous Non-Optimistic Scheme Pada Aplikasi Secure Electronic Contract Signing (SECS) with Inline TTP
SETIYO CAHYONO,Implementasi short authentication string (SAS) sebagai protokol pertukaran kunci pada aplikasi berbagi berkas berbasis wi-fi direct pada smartphone android
SETIYO CAHYONO,Implementasi Skema Elliptic Curve Signcryption Untuk Secure SMS Pada Mobile Android
SETIYO CAHYONO,Implementasi skema SecLaaS-RW dalam membuat aplikasi secure logging
SETIYO CAHYONO,Implementasi Teknik Audio Watermarking Pada Smartphone Berbasis Sistem Operasi Android Untuk Layanan Autentikasi File Audio Digital
SETIYO CAHYONO,Implementasi Wireless BadUSB Sebagai Perangkat Otomatisasi untuk Melakukan Multi-Step Attack Menggunakan P4Wnp1 pada Raspberry Pi Zero W
SETIYO CAHYONO,Penetration testing aplikasi e-dukcapil kabupaten Karawang berdasarkan OWASP Risk Rating
SETIYO CAHYONO,"Pengembangan Perangkat Lunak Pengarsipan Digital AENC (Archive Encryption) di Bagian Tata Usaha dan Kasa, Biro Umum, Sekretariat Utama, Lembaga Sandi Negara"
SETIYO CAHYONO,Penguatan keamanan program aplikasi Android Rocket.Chat berdasarkan Mobile Application Security Verification Standard (MASVS)
SETIYO CAHYONO,Perancangan Modul Praktikum dan Laboratorium Virtual Simulasi Security Operation Center Sebagai Sarana Pembelajaran Keamanan Siber
SETIYO CAHYONO,Perbandingan nilai akurasi Snort dan Suricata dalam mendeteksi intrusi lalu lintas di jaringan
SETIYO CAHYONO,Rancang Bangun Aplikasi WingOfCloud Android dengan Menerapkan Algoritma Lightweight CLEFIA sebagai Pengamanan File
SETIYO CAHYONO,Rancang Bangun Prototipe Sistem Mobile Payment Dengan Implementasi Mutual Authentication Menggunakan Fingerprint dan QR-Code
SETIYO CAHYONO,Rancangan proses bisnis respons insiden dan berbagi informasi Computer Security Incident Response Team (CSIRT) pada Politeknik Siber dan Sandi Negara
SETIYO CAHYONO,Security assessment pada aplikasi mobile e-kinerja kebumen dengan acuan kerawanan aplikasi mobile OWASP top 10 Mobile Risks
SETIYO CAHYONO,Studi bukti digital aplikasi Signal messenger pada Android 12 dan Windows 11
SETIYO CAHYONO,"Uji performa dan keamanan penggunaan RunC, Kata Container, dan gVisor pada Kubernetes"
SRI ROSDIANA,Analisis Forensik Digital Aplikasi Sync dan Terabox pada Platform iOS untuk Menemukan Artefak yang Dihapus Berdasarkan NIST 800-101 Rev 1
SRI ROSDIANA,Analisis Mobile Forensic Threema pada Android Smartphone Berdasarkan NIST SP 800-101 R1
SRI ROSDIANA,"Analisis Quasigroup S-Box dengan Uji Avalanche Criterion (AC) Strict Avalanche Criterion (SAC), Bit Independence Criterion (BIC), XOR Table Distribution, dan Nonlinearity"
SRI ROSDIANA,Desain Skema Enkripsi Kunci Publik Berbasis Kongruensi Linier
SRI ROSDIANA,Desain Skema Online Verifiable Secret Sharing Septymus Dengan Menggunakan Fungsi Logaritma Diskret Untuk Anggota yang Dinamik
SRI ROSDIANA,Forensik Digital Aplikasi Facebook Messenger pada Smartphone Berbasis Android Berdasarkan NIST SP 800-101 R1 untuk Mengungkap Kasus Kejahatan Digital
SRI ROSDIANA,Implementasi dan analisis layanan keamanan skema inner product functional encryption sebagai penyedia access control
SRI ROSDIANA,Implementasi Digital Signature Algorithm (DSA) dengan SHA-512 pada Citra Digital Menggunakan Metode Reversible Image Steganography Berbasis Pixel Value Ordering (PVO)
SRI ROSDIANA,Kajian matematis skema pertukaran kunci berbasis isogeny
SRI ROSDIANA,Kajian performa implementasi subalgoritma pemilihan polinomial montgomery dasar dan pengembangan hingga derajat tiga pada number field sieve
SRI ROSDIANA,Modifikasi tanda tangan digital pada skema ESIGN berbasis Kurva Eliptik
SRI ROSDIANA,PEMANFAATAN SHIELDED ENCLOSURE UNTUK PENGAMANAN KAMAR SANDI LEMSANEG
SUSILA WINDARTA,Desain Algoritma Block Cipher VEA (Vast Encryption Algorithm)
SUSILA WINDARTA,Desain Fungsi Hash Dinamis Baaqiiy Menggunakan Arsitektur Jaringan Saraf Tiruan
SUSILA WINDARTA,Distinguishing Attack dan Second Preimage Attack pada Skema LIGHTMAC
SUSILA WINDARTA,Distinguishing Attack dan Second-Preimage Attack pada Algoritma AES dengan Skema EMAC
SUSILA WINDARTA,Implementasi dan Analisis Serangan Pemalsuan pada Authenticated Encryption PAES-8
SUSILA WINDARTA,Perbandingan Algoritma SIMON-32 dan SIMECK-32 Serta Penerapannya pada Skema Fungsi Hash Preneel-Govaerts-Vandewalle (PGV)-5 Berdasarkan Collision Test dan Fixed Point Attack
SUSILA WINDARTA,Tinjauan Matematis Penggunaan Fungsi Elliptic Curves Dalam Pengujian Bilangan Prima yang Akan Digunakan Dalam Algoritma Public Key
BETY HAYAT SUSANTI,Modifikasi New Elgamal Type Threshold Digital Signature Scheme Dengan Menggunakan Gennaro's Distributed Key Generation
MOHAMAD SYAHRAL,Implementasi anti-spoofing pada kendali akses biometrik sidik jari dengan sensor optik
ANDRIANI ADI LESTARI,Pencarian Differential Traill dan Difference Propagation Terbaik pada 14-Round RECTANGLE
OBRINA CANDRA BRILIYANT,Perancangan kebijakan keamanan perangkat mobile di instansi pendidikan (studi kasus: Sekolah Tinggi Sandi Negara)
RINI WISNU WARDHANI,Implementasi Storage Encryption dan Pengujian Performa Algoritma VEA pada SBC Raspberry Pi Model B+ VPN Gateway
NADIA PARAMITA RETNO ADIATI,Pencarian karakteristik diferensial 14 round twine
EKO YON HANDRI,"Penerapan Protokol Pertukaran Kunci Denning-Sacco dan Skema Pengamanan Pesan Sign-Then-Encrypt Menggunakan Algoritma YAZA-1, ECDSA, dan ECIES untuk Meningkatkan Keamanan pada Aplikasi Chatting Xabber"
SANTI INDARJANI,Rancang Bangun Algoritma Stream Cipher YAZA1
SANTI INDARJANI,Square attack pada Midori64
HERMAWAN SETIAWAN,Rancang Bangun Sistem E-prescribing Berbasis Web dengan Menerapkan Skema Mutual Authentication with Key Agreement dan AES Key Wrapping Key
SETIYO CAHYONO,Rancang Bangun Secure Log Server dengan Implementasikan Skema BBox untuk Memantauan Lalu Lintas Web Server
OBRINA CANDRA BRILIYANT,Pembuktian konsep simulasi serangan meltdown pada prosesor Intel Core i7 dengan sistem operasi Linux
MUHAMMAD YUSUF BAMBANG SETIADJI,Pembuktian konsep serangan evil twin pada WPA3 transition mode
GIRINOTO,Analisis Sentimen Opini Masyarakat terhadap Badan Siber dan Sandi Negara (BSSN) Menggunakan Data Twitter
SANTI INDARJANI,Serangan aljabar pada simplified data encryption standard (S-DES) dengan metode XL algorithm
GIRINOTO,Pemodelan topik menggunakan algoritme Latent Dirichlet Allocation untuk mengetahui opini publik tentang Badan Siber dan Sandi Negara pada media sosial Twitter
MAGFIRAWATY,Implementasi Algoritma Block Cipher T-020 dan Perancangan Dongle Pada Field Programmable Gate Array (FPGA)
MUHAMMAD YUSUF BAMBANG SETIADJI,Rancang Bangun Aplikasi Kearsipan dengan Menerapkan AES-256 dan ECDSA (Studi Kasus: Pengelolaan Arsip di Bagian Umum Sekretariat Daerah Kota Yogyakarta)
BETY HAYAT SUSANTI,Collision Attack Terhadap Fungsi Hash Tav-128
SANTI INDARJANI,Desain Algoritma Stream Cipher ESC Berbasis Modifikasi Fastflex Function
BETY HAYAT SUSANTI,"Serangan multikolisi terhadap skema fungsi hash Davies-Meyer berbasis algoritme Simon32/64, Speck32/64, dan Simeck32/64"
NANANG TRIANTO,Perancangan kebijakan perlindungan data pribadi berdasarkan impact level pada Badan Penyelenggara Jaminan Sosial (BPJS) Kesehatan
HERMAWAN SETIAWAN,Perancangan Manajemen Risiko Keamanan Informasi Menggunakan Framework ISO/IEC 27005: 2011 pada Sistem Jaringan Komunikasi Berita (Jarkombra) Dinas Komunikasi dan Elektronik TNI Angkatan Laut
ANDRIANI ADI LESTARI,Forgery Attack pada Authenticated Encryption iFeed (AES)
ANNISA DINI HANDAYANI,"Rekonstruksi Analisis Linear dan Differential Operasi Penjumlahan Modulus 232 pada Algoritma Berstruktur Addition, Rotation, XOR (ARX)"
ANNISA DINI HANDAYANI,Analisis Resistensi Reduced-Round PRESENT terhadap Linear Attack
SETIYO CAHYONO,Implementasi Hybrid Graphical User Authentication Scheme sebagai Kontrol Akses Screenlock pada Smartphone Android
SETIYO CAHYONO,Analisis traffic malware untuk pembuatan aplikasi Rule Generator pada IDS
RAHMAT PURWOKO,Rancang bangun prototipe modul enkripsi/dekripsi menggunakan algoritma blowfish pada Mikrokontroler STM32F103 berbasis prosesor ARM Cortex-M3
NADIA PARAMITA RETNO ADIATI,Analisis pengaruh sifat dan posisi LFSR terhadap penerapan serangan aljabar pada geffe generator
HERMAWAN SETIAWAN,Evaluasi Penerapan Kriptografi Pada Sistem Informasi Pertahanan Negara (Sisfohanneg) Kementerian Pertahanan
DESI MARLENA,Implementasi Digital Watermarking Sebagai Tanda Tangan Digital pada Portable Document Format (PDF) Versi 1.5 untuk Menjamin Autentikasi dan Keutuhan Data Dengan Menerapkan Teknik Pendekatan Struktur
NURUL QOMARIASIH,Desain PRNG berbasis fungsi hash menggunakan GIMLI
RINI WISNU WARDHANI,Implementasi algoritma LBP face recognition pada perangkat video surveillance berbasis SBC raspberry pi zero w
ANNISA DINI HANDAYANI,Desain algoritme Homomorphic Encryption Block Cipher: Gy
ARIF RAHMAN HAKIM,Simulasi Capture The Flag berdasarkan model ancaman stride
NANANG TRIANTO,Penyusunan strategi pelaksanaan tugas pada seksi persandian dan seksi keamanan informasi Diskominfostandi kota Bekasi menggunakan analisis SWOT
SETIYO CAHYONO,Implementasi SMS Enkripsi Pada Transaksi Sederhana Secara Online Menggunakan Aplikasi Client SecurernTRANSACTION H13.
DION OGI,Perancangan Kebijakan Keamanan Rekam Medis Elektronik Pada Sistem Informasi Manajemen Rumah Sakit (SIMRS) Rumah Sakit Pusat Angkatan Darat (RSPAD) Gatot Soebroto
MAGFIRAWATY,Implementasi Skema Autentikasi Visual Pada Aplikasi Login Web Dengan Menerapkan Secure Virtual On Screen Keyboard Pda Smartphone Untuk Mengatasi Keylogging dan Shoulder Surfing Attack
SRI ROSDIANA,Kajian matematis coppersmith's shortpad attack pada algoritma kunci publik RSA
HERMAWAN SETIAWAN,Perilaku Pengguna Modul Personal Computer Security XYZ di Departemen Luar Negeri
MOHAMAD SYAHRAL,Rancang Bangun Prototype Access Control Dengan Menerapkan Konsep Secret Splitting dan SMS Gateway Pada Mikrokontroler
SRI ROSDIANA,Rancang Bangun Algoritma Fungsi Hash Laras66 Berbasis Quasi-grup Sebagai Modifikasi HAVAL Yang Resisten Terhadap Message Expansion Attack
ANNISA DINI HANDAYANI,Formulasi strategi layanan sertifikasi elektronik BSRE pada sektor non pemerintah menggunakan kerangka kerja formulasi strategi
SRI ROSDIANA,Desain Algoritma Block Cipher CFN (Cipher Feistel Network)
HERMAWAN SETIAWAN,"Analisis Kesesuaian Penerapan Kriptografi pada Aplikasi Sistem Informasi Narkotika Pusat Penelitian, Data dan Informasi Badan Narkotika Nasional"
RINI WISNU WARDHANI,Implementasi SHA-3 pada akses kontrol biometrik fingerprint berbasis arduino mega 2560
NANANG TRIANTO,Perencanaan manajemen risiko keamanan informasi layanan mail BSSN pada Pusat Data dan Teknologi Informasi Komunikasi (Pusdatik) berdasarkan kerangka kerja ISO/IEC 27005:2011
ARIF RAHMAN HAKIM,Perbandingan Uji Korelasi Subkunci Key Schedule Algoritma LBlock dan LBlock-s Menggunakan Tujuh Uji pada NIST Test Suite
SRI ROSDIANA,Uji Avalanche Weight Distribution Criterion (AWD) Pada Algoritma Quard dan Perbandingan Performa Keluaran Algoritma Quard Dalam Beberapa Mode Operasi Sandi Blok
DESI MARLENA,Perancangan database berbasis web untuk perangkat kendali akses yang mengimplementasikan skema secret sharing
MOHAMAD SYAHRAL,Implementasi serangan GPS dan reverse engineering firmware pada drone DJI Phantom 3 Standard sebagai uji kerawanan keamanan
SANTI INDARJANI,Penerapan Karakteristik Linier 5-round SIMECK 32/64 Lightweight Block Cipher Menggunakan Algoritma 1 Matsui
BETY HAYAT SUSANTI,Uji NIST dan Uji ENT terhadap Output DM-PRESENT-80 dan DM-PRESESNT-128 sebagai Pseudorandom Number Generator
MOHAMAD SYAHRAL,Implementasi visual cryptography dan algoritma optical character recognition (OCR) sebagai salah satu solusi terhadap kelemahan pada login web
OBRINA CANDRA BRILIYANT,Perencanaan Implementasi Sistem Manajemen Kemanan Informasi Berdasarkan ISO/IEC 27001:2013 Menggunakan Analytical Hierarchy Process pada Tahap Analisis Kesenjangan (Studi Kasus: Direktorat III Jaksa Agung Muda Intelijen Kejaksaan Agung Republik Indonesia)
BETY HAYAT SUSANTI,"Perbandingan Efisiensi Antara Metode Elliptic Curve, Pollard's Rho, Square-Free,dan Fermat untuk Memfaktorkan Bilangan Integer N Menjadi Dua Faktor Bilangan Prima P Dan Q Pada Sistem Sandi RSA"
ARIF RAHMAN HAKIM,Perancangan dokumen kebijakan Digital Forensic Readiness (DFR) pada layanan Teknologi Informasi (TI) Pusat Data dan Teknologi Informasi Komunikasi (Pusdatik) Badan Siber dan Sandi Negara (BSSN)
ARIF RAHMAN HAKIM,Perancangan Pedoman Keamanan Perangkat Telepon Pintar bagi Mahasiswa Sekolah Tinggi Sandi Negara (STSN) berdasarkan NIST SP 800-124 Revisi 1
EKO YON HANDRI,Rancang bangun aplikasi penandatangan elektronik dokumen PDF berbasis cross platform mobile application pada Balai Sertifikasi Elektronik
SRI ROSDIANA,"Yuval's Birthday Attack dan Preimage Attack Terhadap Implementasi Algoritma Mini-Aes Pada Skema Manipulation Detection Code-2 (MDC-2), Manipulation Detection Code-4 (MDC-4), dan Hirose"
NANANG TRIANTO,Strategi Penerapan Keamanan Informasi dalam Pelaksanaan Tugas dan Fungsi Kementerian Dalam Negeri Berdasarkan Peraturan Menteri Dalam Negeri Nomor 43 Tahun 2015 tentang OTK Kementerian Dalam Negeri
DION OGI,Penggunaan File Video dan File Audio sebagai Seed pada Implementasi Kombinasi LFSR dan Chaotic Logistic Map untuk Aplikasi Pembangkit Bilangan Acak
BETY HAYAT SUSANTI,Analisis Modifikasi Algoritma Simplified SHA-1 dengan Konstruksi Fungsi Hash Enveloped Merkle-Damgard (EMD)Menggunakan Yuvalâ€™s Birthday Attack dan Strict Avalanche Criterion (SAC)
SETIYO CAHYONO,Implementasi algoritma lightweight present pada mikrokontroler STM32F103 sebagai modul enkripsi/dekripsi
NANANG TRIANTO,Penyusunan Prosedur Manajemen Insiden Teknologi Informasi Menggunakan ITIL V3 Domain Service Operation dan COBIT 5 pada Pusat Data dan Teknologi Informasi Komunikasi (Pusdatik) Badan Siber dan Sandi Negara (BSSN)
BETY HAYAT SUSANTI,Serangan collision dan serangan fixed point terhadap skema fungsi hash modifikasi Lin et al. berbasis algoritme Lin et al.
